언론사,제목,내용
세계일보,"풀무원푸드머스, 롯데하이마트와 어린이집 전문 방역 서비스 제공 MO","
 영 유 아   급 식 시 장 을   선 도 하 고   있 는   풀 무 원 푸 드 머 스 가   롯 데 하 이 마 트 와   손 잡 고   키 즈 ( K i d s )   시 설 에   전 문   방 역   서 비 스 를   제 공 한 다 . 
   
 풀 무 원   계 열   식 자 재   유 통 기 업   풀 무 원 푸 드 머 스 ( 대 표   윤 희 선 ) 는   롯 데 하 이 마 트 ( 대 표   황 영 근 ) 와   급 식 시 장   전 문   방 역   서 비 스   제 공 을   위 한   업 무 협 약 ( M O U ) 을   체 결 하 고   공 동 사 업 을   추 진 해   나 가 기 로   했 다 고   3 0 일   밝 혔 다 . 
   
 지 난   2 9 일   서 울   수 서   풀 무 원 푸 드 머 스   본 사 에 서   열 린   협 약 식 에 는   풀 무 원 푸 드 머 스   박 성 후   B 2 B 영 업 본 부 장 과   롯 데 하 이 마 트   맹 중 오   상 품 본 부 장   등   관 계 자   1 0 여   명 이   참 석 하 였 으 며 ,   전 국   키 즈   사 업 장 에   방 역 서 비 스   ‘ 키 즈 캅 ( K I D S C O P ) ’   판 매 채 널 을   확 대 하 고   면 역 력 이   취 약 한   영 유 아 를   위 한   위 생 관 리 를   강 화 해   나 가 기 로   했 다 . 
 또   이 번   키 즈   시 장 을   시 작 으 로   향 후   학 교 ,   기 업 체 ,   시 니 어   시 장   등   다 양 한   급 식   채 널 에 도   특 화 된   서 비 스 를   확 대   제 공 할   계 획 이 다 . 
   
 협 약 에   따 라   양 사 는   ▲ 양 사   전 략 적   이 익 을   위 해   개 시 된   키 즈   시 설   전 문   소 독 • 방 역 • 클 리 닝   서 비 스   ‘ 키 즈 캅 ( K I D S C O P ) ’ 의   시 장   선 도 를   위 한   긴 밀 한   협 력 관 계   추 구   및   필 요 한   사 업   정 보   공 유   ▲ 푸 드 머 스   고 객 층 인   영 유 아 ,   아 동 • 청 소 년 ,   성 인 ,   노 인   등   연 령 대 별   급 식 시 설 을   위 한   맞 춤 형   소 독 • 방 역 • 클 리 닝   서 비 스   개 발   및   선 점 을   위 한   공 동 기 획   추 진   ▲ 협 력 관 계   활 성 화 와   공 동 발 전 에   기 여 할   수   있 는   상 호   관 심   분 야   교 류   ▲ 브 랜 드   인 지 도   향 상 을   위 한   연 계 사 업   추 진   ▲ 상 호   제 휴   제 안 을   통 한   공 동 발 전   내 용   등 을   이 행 하 게   된 다 . 
   
 ‘ 키 즈 캅 ’ 은   롯 데 하 이 마 트 가   2 0 1 9 년   신 설 한   홈 케 어   서 비 스 를   키 즈   시 장   수 요 에   맞 춰   업 그 레 이 드 한   소 독 • 방 역 • 클 리 닝   서 비 스 다 .   방 역 은   특 히   코 로 나 1 9   이 후   그   필 요 성 이   매 우   커 졌 다 .   면 역 력 이   약 한   영 유 아   시 설 에 서   수 요 가   크 게   늘 어 남 에   따 라   소 독 과   방 역 을   모 두   할   수   있 는   키 즈 캅   서 비 스 가   주 목 받 고   있 다 . 
 소 독 은   바 이 러 스 ,   세 균 을   완 전 히   사 멸 하 는   것 이 고   방 역 은   전 염 을   막 고   예 방 하 는   것 으 로   방 역 이   소 독 의   상 위   개 념 이 라   할   수   있 다 .   현 행 법 상   5 0 인   이 상 인   어 린 이 집 은   소 독   의 무 를   지 나   방 역 은   자 율 이 다 . 
   
 푸 드 머 스 는   고 객 사 인   어 린 이 집 과   유 치 원 에   소 독 과   방 역 을   모 두   포 함 하 는   키 즈 캅   서 비 스 를   가 장   저 렴 한   가 격 에   제 공 할   수   있 게   됐 으 며 ,   이 러 한   새 로 운   사 업   수 익   모 델 을   통 해   키 즈   시 장   내   지 위 를   더 욱   확 고 하 게   다 질   수   있 을   전 망 이 다 . 
   
 B 2 C   중 심 에 서   B 2 B 까 지   사 업   영 역 을   확 대 하 여   키 즈   시 장 에   처 음   진 출 하 는   롯 데 하 이 마 트 는   키 즈   시 장   N o . 1 인   풀 무 원 푸 드 머 스 를   통 해   서 비 스 를   홍 보 하 는   등   이   시 장 에 서   인 지 도 를   확 보 할   수   있 을   것 으 로   보 고   있 다 . 
   
 풀 무 원 푸 드 머 스   박 성 후   영 업 본 부 장 은   “ 양 사 가   함 께   새 로 운   사 업   모 델 을   창 출 하 고   다 양 한   급 식   채 널 에   각 각 의   특 성 을   살 린   전 문   소 독 • 방 역 • 클 리 닝   서 비 스 를   제 공 함 으 로 써   시 너 지 를   낼   수   있 을   것 으 로   기 대 한 다 ” 며   “ 풀 무 원 푸 드 머 스 는   영 유 아   시 장   N o . 1 으 로 서   사 업 장 에   더 욱   유 용 한   서 비 스 를   제 공 할   수   있 도 록   하 겠 다 ” 고   밝 혔 다 . 
   
 한 편 ,   풀 무 원 푸 드 머 스 는   바 른 먹 거 리   원 칙 을   바 탕 으 로   로 하 스 ( L O H A S )   가 치 를   추 구 하 는   식 자 재   유 통   전 문   기 업 이 다 .   전 문   브 랜 드   ‘ 풀 스 키 즈 ’ 와   ‘ 풀 스 키 친 ’ 을   중 심 으 로   어 린 이 집 ,   유 치 원 과   같 은   영 유 아   시 설 부 터   학 교 ,   산 업 체 ,   병 원 ,   복 지 관 ,   요 양   시 설   등 에   건 강 한   식 자 재 를   납 품 하 고   있 다 . 
   
 김 현 주   기 자   h j k @ s e g y e . c o m         
 
 
 
 
 
 
 [ ⓒ   세 계 일 보   &   S e g y e . c o m ,   무 단 전 재   및   재 배 포   금 지 ] 
"
세계일보,"풀무원, 어린이 바른먹거리 교육에 ‘코로나19 예방 교육’ 실시","
 신 종 코 로 나   바 이 러 스   감 염 증 ( 코 로 나 1 9 )   장 기 화 로   개 인   위 생 수 칙   준 수 가   더 욱   중 요 해 진   가 운 데 ,   풀 무 원 이   어 린 이   눈 높 이 에   맞 춘   바 이 러 스   감 염 병   예 방   교 육 을   실 시 한 다 . 
   
 풀 무 원 ( 대 표   이 효 율 ) 은   비 영 리   공 익 법 인   풀 무 원 재 단 이   올 해   실 시 하 는   모 든   어 린 이   교 육 에   감 염 병   예 방   교 육 을   추 가 하 고 ,   효 과 적 인   어 린 이   교 육 을   위 해   발 간 한   ‘ 바 이 러 스   감 염 병   예 방 을   위 한   교 사 용   지 도 서 ’ 를   초 등 교 사 에   무 료 로   배 포 한 다 고   1 8 일   밝 혔 다 . 
   
 기 존   예 방   교 육   자 료 가   대 부 분   성 인 을   대 상 으 로   하 고   있 기   때 문 에   어 린 이 들 은   정 확 한   이 유 를   모 른   채   기 계 적 으 로   손 을   씻 고   마 스 크 를   착 용 해 왔 다 .   풀 무 원 재 단 은   이 러 한   점 을   보 완 하 여   ‘ 왜   예 방 수 칙 을   실 천 해 야   하 는 지 ’ 를   쉽 게   이 해 하 고   받 아 들 일   수   있 게   했 다 .   코 로 나 1 9 에   대 한   정 확 한   정 보 를   전 달 해   과 도 한   공 포 심 을   갖 지   않 도 록   하 는   데 도   각 별 히   주 의 를   기 울 였 다 . 
   
 수 년 간   아 이 들 을   대 상 으 로   바 른 먹 거 리   교 육 ,   환 경   교 육   등   건 강 한   생 활 습 관 을   심 어 주 는   다 양 한   교 육 들 을   펼 쳐   쌓 은   노 하 우 가   바 탕 이   되 었 다 . 
   
 풀 무 원 재 단 의   감 염 병   예 방   교 육 은   교 육 현 장 에 서   교 사 들 이   바 이 러 스 에   대 해   먼 저   정 확 한   지 식 을   습 득 한   뒤   학 생 들 을   교 육 하 여 ,   초 등 학 교   저 학 년 까 지 도   감 염   예 방   수 칙   실 천 의   필 요 성 을   공 감 하 고   생 활 화 하 도 록   독 려 하 는   데   중 점 을   뒀 다 . 
   
 교 육   프 로 그 램 은   1 5 ~ 2 0 분   분 량 의   집 약 적   구 성 으 로   집 중 도 를   높 였 다 .   바 이 러 스   감 염 병 과   코 로 나 1 9 의   특 징 ,   감 염   경 로   등 의   기 본   지 식 을   먼 저   교 육 한   후   이 러 한   속 성 에   대 응 할   수   있 는   예 방 수 칙 을   지 도 하 는   것 으 로   아 이 들 의   이 해 를   돕 는   방 식 이 다 . 
   
 시 청 각   보 조 자 료 로   ‘ 코 로 나 1 9   예 방   캠 페 인   영 상 ’ 도   활 용 한 다 .   이 는   세 계 보 건 기 구 ( W H O ) 가   제 작 ,   보 급 한   동 명 의   영 상 을   풀 무 원 재 단 이   자 체   한 글   번 역 한   뒤   내 레 이 션 을   삽 입 한   버 전 이 다 . 
   
 교 사 들 이   교 육 현 장 에 서   활 용 할   수   있 도 록   바 이 러 스   감 염 병   예 방 을   위 한   교 사 용   지 도 서 도   발 간 했 다 .   국 내   코 로 나 1 9   방 역   업 무 를   총 괄 한   질 병 관 리 본 부 를   비 롯 하 여   세 계 보 건 기 구 ( W H O ) ,   기 초 과 학 연 구 원 ( I B S ) ,   유 니 세 프 ( U N I C E F ) ,   식 품 의 약 품 안 전 처   등 의   바 이 러 스   감 염 병   관 련   공 신 력   높 은   자 료 를   유 기 적 으 로   쉽 게   이 해 할   수   있 도 록   풀 어   썼 다 . 
   
 교 사 용   지 도 서 는   아 이 들   교 육 에   실 적 적 으 로   도 움 이   될   수   있 도 록   ▲ 바 이 러 스 는   무 엇 인 가   ▲ 바 이 러 스 는   어 떻 게   감 염 되 고   전 염 되 는 가   ▲ 바 이 러 스   감 염 병 은   어 떻 게   예 방 할   수   있 는 가   ▲ 교 육 학 습   안 내 서   등   크 게   4 개   챕 터 로   구 성 돼   있 다 . 
 특 히   ‘ 교 육 학 습   안 내 서 ’ 에 는   1 5 ~ 2 0 분   분 량 의   교 육 학 습   시 나 리 오 도   함 께   삽 입 되 어   교 육 현 장 에 서   바 로   활 용 할   수   있 다 . 
   
 한 편 ,   풀 무 원 재 단 은   올 해   어 린 이   바 른 먹 거 리   교 육 과   바 른 청 소 교 실 ,   푸 른 바 다 교 실   등   3 대   생 활 습 관   교 육 을   초 등 학 생   대 상 으 로   총   1 , 8 4 0 회   진 행 할   계 획 이 다 . 
   
 어 린 이   생 활 습 관   교 육 을   희 망 하 는   교 사 는   풀 무 원 재 단 의   생 활 습 관   교 육 을   협 력 하 여   운 영 하 는   식 문 화 교 육   전 문   사 단 법 인   ‘ 푸 드 포 체 인 지 ( F o o d   F o r   C h a n g e )   홈 페 이 지 ( f o o d f o r c h a n g e . o r . k r ) 와   환 경 교 육   전 문   사 회 적 기 업   ‘ 샤 인 임 팩 트 ’   홈 페 이 지 ( s h i n e i m p a c t . c o m ) 에 서   신 청 하 면   된 다 .   교 사 용   지 도 서 만   받 기 를   원 하 는   교 사 는   풀 무 원 재 단   홈 페 이 지 ( p u l m u o n e f o u n d a t i o n . o r g )   자 료 실 에 서   P D F   파 일 을   내 려 받 아   활 용 할   수   있 다 . 
   
 풀 무 원 재 단   김 유 별   생 활 습 관 교 육   사 업 담 당 은   “ 어 린 이   생 활 습 관   교 육 을   중 점 으 로   하 는   재 단 으 로 서 ,   이   같 은   예 방   교 육 이   코 로 나 1 9   장 기 화 가   예 상 되 고   등 교 개 학 이   시 작 된   시 점 에   아 이 들 을   위 한   가 장   의 미   있 는   사 회 공 헌 활 동 이   될   것 이 라   생 각 했 다 “ 며   “ 아 이 들 을   건 강 하 게   지 켜 나 갈   책 임 감 에   어 린 이   교 육 사 업 의   경 험 을   더 해   아 이 들 을   위 한   바 이 러 스   감 염 병   예 방   교 육 을   신 설 하 고 ,   교 사 용   지 도 서 까 지   발 간 하 게   되 었 다 ” 고   설 명 했 다 . 
   
 김 현 주   기 자   h j k @ s e g y e . c o m         
 
 
 
 
 
 
 [ ⓒ   세 계 일 보   &   S e g y e . c o m ,   무 단 전 재   및   재 배 포   금 지 ] 
"
세계일보,풀무원식품 신임 대표에 김진홍 전 LG전자 글로벌마케팅센터장 선임,"
 김   신 임   대 표   "" 한 국 을   대 표 하 는   바 른   먹 거 리   기 업 인   풀 무 원 식 품 이   글 로 벌   1 위 의   로 하 스   기 업 으 로   성 장 할   수   있 도 록   최 선 의   노 력 을   다 하 겠 다 "" 
 
 
 
                             풀 무 원 이   풀 무 원 식 품   신 임   대 표 이 사 에   김 진 홍   전   L G 전 자   글 로 벌 마 케 팅 센 터 장 을   선 임 했 다 .   풀 무 원   제 공   
                         
 
 풀 무 원 은   계 열 사   풀 무 원 식 품 의   신 임   대 표 로   김 진 홍 ( 5 5 )   전   L G 전 자   글 로 벌 마 케 팅 센 터 장 을   선 임 했 다 고   1 5 일   밝 혔 다 . 
   
 성 균 관 대 학 교   기 계 공 학 과 를   졸 업 한   김 진 홍   신 임   대 표 는   글 로 벌   브 랜 드   질 레 트 · 켈 로 그 에 서   2 0 여 년 간   국 내 외   마 케 팅 을   책 임 진   전 문 가 다 .   켈 로 그   동 남 아 시 아   사 장 · 켈 로 그 코 리 아   대 표 이 사 를   역 임 했 다 . 
   
 지 난   2 0 1 4 년 에   L G 전 자   글 로 벌   마 케 팅 부 문   B 2 C   그 룹 장 에   부 임 한   그 는   L G 전 자   프 랑 스   법 인 장 을   거 쳐   지 난 해   1 월 부 터   1 년 여 간   L G 전 자   글 로 벌 마 케 팅 센 터 장 을   맡 았 다 . 
   
 김   신 임   대 표 는   "" 코 로 나 1 9   팬 데 믹 으 로   건 강 과   지 구 환 경 을   생 각 하 는   로 하 스   가 치 가   더 욱   주 목 받 고   있 다 "" 며   "" 한 국 을   대 표 하 는   바 른   먹 거 리   기 업 인   풀 무 원 식 품 이   글 로 벌   1 위 의   로 하 스   기 업 으 로   성 장 할   수   있 도 록   최 선 의   노 력 을   다 하 겠 다 "" 고   말 했 다 . 
   
 김 현 주   기 자   h j k @ s e g y e . c o m 
 
 
 
 
 
 
 [ ⓒ   세 계 일 보   &   S e g y e . c o m ,   무 단 전 재   및   재 배 포   금 지 ] 
"
세계일보,"풀무원, 60대 이상 고연령층 대상으로 '바른먹거리 교육' 진행했더니…","
 시 니 어   바 른 먹 거 리   교 육 ,   대 사 증 후 군   3 2 . 6 %   개 선   효 과 
 
 
 
 풀 무 원 ( 대 표   이 효 율 ) 은   지 난 해   농 촌   지 역   시 니 어   식 생 활   개 선   사 업   ‘ 시 니 어   바 른 먹 거 리   교 육 ’ 을   충 북   음 성 군   수 태 리   마 을 과   동 음 리   마 을   시 니 어 를   대 상 으 로   실 시 한   결 과 ,   대 사 증 후 군   진 단 을   받 은   4 3 명   중   1 4 명 ( 3 2 . 6 % ) 이   개 선 되 는   등   건 강 지 표   수 치 에   긍 정 적 인   효 과 가   나 타 났 다 고   1 5 일   밝 혔 다 . 
   
 지 난 해   풀 무 원 재 단 은   음 성 보 건 소 와   함 께   음 성 군   수 태 리   마 을 과   동 음 리   마 을 에   거 주 하 는   시 니 어   6 4 명 을   대 상 으 로   건 강 검 진 을   실 시 하 고 ,   각   5 개 월 간   마 을 밥 상   제 공 ,   식 생 활   및   건 강 생 활   교 육 ,   영 양   상 담 ,   건 강 기 능 식 품   지 원   등 을   제 공 했 다 . 
   
 2 0 1 9 년   시 니 어   바 른 먹 거 리   교 육 의   가 장   의 미   있 는   성 과 는   대 사 증 후 군   진 단 을   받 은   시 니 어   중   3 2 . 6 % 가   교 육   후   개 선 된   점 이 다 .   교 육   전   대 사 증 후 군   진 단 을   받 은   시 니 어 는   모 두   4 3 명 으 로   교 육   후   검 진 에 서 는   1 4 명 의   시 니 어 가   정 상   판 정 을   받 았 다 . 
   
 대 사 증 후 군 이 란 ,   복 부 비 만 ,   고 혈 당 ,   고 혈 압 ,   낮 은   H D L   콜 레 스 테 롤   수 치 ,   중 성 지 방   과 다 와   같 은   위 험 인 자 를   한 꺼 번 에   3 가 지   이 상   가 지 고   있 는   상 태 를   말 한 다 .   보 건 복 지 부   자 료 에   따 르 면 ,   대 사 증 후 군 은   특 별 한   증 상 이   잘   나 타 나 지   않 음 으 로   방 치 하 면   심 혈 관 질 환 ,   뇌 졸 중   등   발 병   위 험 이   2 배   이 상 ,   당 뇨 병   발 병   위 험 이   1 0 배   이 상   높 아 진 다 고   한 다 . 
   
 작 년   교 육 을   끝 까 지   이 수 한   6 4 명 은   대 사 증 후 군   위 험   인 자   수 치 들 이   긍 정 적 인   방 향 으 로   변 했 다 .   특 히   두   마 을   모 두   체 중 ,   허 리 둘 레 ,   중 성 지 방 ,   공 복 혈 당   등 의   수 치 는   교 육   후   유 의 적 으 로   개 선 되 었 다 . 
   
 6 4 명 의   평 균   허 리 둘 레   수 치 는   9 1 c m 에 서   8 8 c m 로   줄 었 다 .   남 성   시 니 어 는   9 2 c m 에 서   8 9 c m 로 ,   여 성   시 니 어 는   9 0 c m 에 서   8 8 c m 로   줄 었 으 며 ,   국 내   의 학   기 준 에 서   허 리 둘 레 는   남 자   9 0 c m   미 만 ,   여 자   8 5 c m   미 만 으 로   유 지 할   것 을   권 장 한 다 . 
   
 중 성 지 방   수 치 는   1 5 0 m g / d L   이 하 로   유 지 할   것 을   권 장 하 는 데 ,   작 년   교 육   후   평 균   중 성 지 방   수 치 는   1 7 8 m g / d L 에 서   1 3 2 m g / d L 로   대 폭   줄 었 다 . 
   
 평 균   공 복 혈 당 도   1 0 8 m g / d L 에 서   9 8 m g / d L 로   감 소 했 다 .   공 복 혈 당 은   1 0 0 m g / d L   이 하 로   유 지 하 는   것 을   권 장 하 고   있 으 며 ,   1 2 6 m g / d L   이 상 이 면   당 뇨 병   환 자 로   의 심 한 다 . 
   
 소 위   ‘ 나 쁜   콜 레 스 테 롤 ’ 이 라   불 리 는   L D L 콜 레 스 테 롤   수 치 는   평 균   1 0 1 m g / d L 에 서   9 7 m g / d L 로   줄 었 고 ,   ‘ 좋 은   콜 레 스 테 롤 ’ 이 라   불 리 는   H D L 콜 레 스 테 롤   수 치 는   평 균   5 0 m g / d L 에 서   5 2 m g / d L 로   상 승 했 다 . 
 수 축 기   혈 압   역 시   평 균   1 4 9 m m H g 에 서   1 3 9 m m H g 로 ,   이 완 기   혈 압 은   평 균   8 5 m m H g 에 서   8 3 m m H g 로   감 소 했 다 . 
   
 참 여 자 별 로   개 인 적 인   차 이 는   있 으 나   5 개 월 간 의   교 육   기 간   동 안   큰   폭 으 로   수 치   변 화 가   일 어 난   사 례 도   있 다 .   만   8 0 세 인   한   시 니 어 는   사 전   중 성 지 방   수 치 가   3 3 7 m g / d L 에   달 했 으 나   교 육   후   1 4 4 m g / d L 로   대 폭   감 소 하 였 다 .   또   수 축 기   혈 압 이   1 8 2 m m   H g 에   달 해   고 혈 압 약 을   복 용   중 이 던   만   7 0 세   시 니 어 는   교 육   후   1 0 8 m m H g 을   기 록 하 며   정 상   수 치 로   내 려 왔 다 . 
   
 풀 무 원 재 단   윤 민 호   사 무 국 장 은   “ 5 개 월 이 라 는   교 육   기 간   동 안   어 르 신 들 의   긍 정 적 인   변 화 가   있 었 지 만 ,   대 사 증 후 군 은   평 소   건 강 한   생 활 습 관 을   계 속 해 서   이 어   나 가 는   것 이   매 우   중 요 하 다 ” 라 며   “ 풀 무 원 은   바 른 먹 거 리   가 치 를   전 파 하 는   로 하 스   기 업 으 로 서   앞 으 로 도   시 니 어   건 강 증 진 을   위 해   노 력 하 겠 다 ” 고   말 했 다 . 
   
 ‘ 시 니 어   바 른 먹 거 리   교 육 ’ 은   비 영 리   공 익 법 인   풀 무 원 재 단 이   2 0 1 7 년 부 터   농 촌   지 역   어 르 신 들 의   ‘ 식 생 활   개 선 을   통 한   건 강   증 진 ’ 이 라 는   공 익 적   목 표 로   시 작 한   국 내   최 초 의   ‘ 시 니 어   식 생 활   개 선   사 업 ’ 이 다 .   풀 무 원 재 단 은   2 0 1 7 년   시 범   운 영 을   시 작 하 였 고 ,   2 0 1 8 년   음 성 군 보 건 소 와   업 무 협 약 ( M O U ) 을   체 결 하 며   본 격   사 업   시 행 에   나 섰 다 . 
   
 한 편 ,   대 사 증 후 군 은   6 0 대   이 상   연 령 층 에 서   높 은   비 율 로   나 타 나 고   있 다 .   건 강 보 험 공 단 이   발 표 한   ‘ 2 0 1 8   건 강 검 진   통 계 연 보 ’ 에   따 르 면   2 0 1 8 년   건 강 검 진   수 검 자   1 천 5 백 만   명   중   3 0 . 4 % 가   대 사 증 후 군 인   것 으 로   나 타 났 다 .   특 히   6 0 대 는   3 9 . 0 % ,   7 0 대 는   4 7 . 9 % ,   8 0 대   이 상 은   4 7 . 6 %   가   대 사 증 후 군 인   것 으 로   나 타 났 다 .   만   6 5 세   이 상 의   고 령   인 구   중   절 반 에   가 까 운   인 원 이   대 사 증 후 군 을   앓 고   있 는   셈 이 라   더 욱   각 별 한   관 리 가   필 요 하 다 . 
   
 김 현 주   기 자   h j k @ s e g y e . c o m         
 
 
 
 
 
 
 [ ⓒ   세 계 일 보   &   S e g y e . c o m ,   무 단 전 재   및   재 배 포   금 지 ] 
"
세계일보,"풀무원, 온라인 모니터 요원 ‘e-fresh’ 24기 모집","
 풀 무 원 식 품 ( 대 표   김 진 홍 ) 은   바 른 먹 거 리 를   사 랑 하 는   풀 무 원   온 라 인   소 비 자   모 니 터   ‘ e - f r e s h ( 이 하   이 프 레 쉬 ) ’   2 4 기 를   모 집 한 다 고   1 6 일   밝 혔 다 . 
   
 이 프 레 쉬 는   제 품   이 용   실 태 와   제 품   개 발   방 향   등 에   대 해   소 비 자   의 견 을   듣 는   풀 무 원 의   중 요 한   창 구 로 ,   주 로   온 라 인   설 문 조 사 를   통 해   제 품   개 발 에   참 여 한 다 .   이 번   이 프 레 쉬   2 4 기 의   활 동   기 간 은   4 월   2 일 부 터   9 월   3 0 일 까 지   약   6 개 월 이 다 . 
   
 서 울   및   수 도 권   거 주   2 5 ~ 4 9 세   성 인 남 녀 라 면   누 구 나   지 원 할   수   있 다 .   단 ,   본 인   또 는   가 족 이   풀 무 원 을   비 롯 한   식 품 회 사 나   식 품 업 종 에   관 련 되 지   않 아 야   한 다 .   풀 무 원   및   타   식 품 회 사   모 니 터 로   활 동   중 이 거 나   과 거   풀 무 원   모 니 터 로   활 동 한   경 우 에 도   모 집   대 상 에 서   제 외 된 다 . 
   
 모 집   기 간 은   3 월   1 5 일 부 터   3 0 일 까 지 이 며 ,   온 라 인 으 로   접 수   진 행 된 다 .   풀 무 원   이 프 레 쉬   홈 페 이 지 에 서   회 원 가 입   후   홈 페 이 지   상 단 의   이 프 레 쉬   신 청   배 너 를   클 릭 하 면   된 다 .   합 격 자   발 표 는   4 월   2 일   예 정 이 다 . 
   
 이 프 레 쉬   모 니 터   요 원 들 에 게 는   설 문 조 사   참 여 도 에   따 라   마 일 리 지 가   차 등   지 급 된 다 .   마 일 리 지 는   풀 무 원   온 라 인   쇼 핑 몰   ’ 풀 무 원 샵 ’ 에 서   3 개 월 에   한   번 씩   적 립 금 으 로   전 환 하 여   현 금 처 럼   사 용 할   수   있 다 . 
   
 김 현 주   기 자   h j k @ s e g y e . c o m         
 
 
 
 
 
 
 [ ⓒ   세 계 일 보   &   S e g y e . c o m ,   무 단 전 재   및   재 배 포   금 지 ] 
"
