,명사,횟수
1281,섬진강,6
1282,항구,6
1283,하천수,6
1284,증인,6
1285,엘지,6
1286,싱가포르,6
1287,익산,6
1288,통제,6
1289,이론,6
1290,주머니,6
1291,문화재,6
1292,간접,6
1293,부유,6
1294,스페이스,6
1295,에틸벤젠,6
1296,네덜란드,6
1297,착공,6
1298,고문,6
1299,김정수,6
1300,주석,6
1301,유로,6
1302,지검,6
1303,지청,6
1304,정의당,6
1305,강사,6
1306,난제,6
1307,한정,6
1308,총회,6
1309,원고,6
1310,기본법,6
1311,비자,6
1312,실업,6
1313,레이트,6
1314,탱크,6
1315,내역,6
1316,상향,6
1317,증발,6
1318,희석,6
1319,천안시,6
1320,국광,6
1321,내수,6
1322,심의,6
1323,결과물,6
1324,가시,6
1325,탈바꿈,6
1326,가중,6
1327,원천,6
1328,원리,6
1329,상장,6
1330,워크,6
1331,선광장,6
1332,동아일보,6
1333,껍질,6
1334,천문대,6
1335,구호,6
1336,칠곡,6
1337,매몰,6
1338,복무,6
1339,총면적,6
1340,무료,6
1341,출항,6
1342,소프트볼,6
1343,럭스,6
1344,필승,6
1345,파견대,6
1346,강화군,6
1347,험프리,6
1348,진정서,6
1349,술,6
1350,조개류,6
1351,노하우,6
1352,카마,6
1353,어류,6
1354,뿌리,6
1355,선저,6
1356,강북구,6
1357,꽁초,6
1358,거주지,6
1359,주거지,6
1360,대전시,6
1361,국내법,6
1362,골프공,6
1363,여럿,6
1364,오리,6
1365,덕트,6
1366,큐,6
1367,소각로,6
1368,교정,6
1369,다툼,6
1370,석학,6
1371,날개,6
1372,멀칭,6
1373,전송,6
1374,정립,6
1375,마케도니아,6
1376,아무것,6
1377,갑,6
1378,수수료,6
1379,마하,6
1380,발리,6
1381,봉선,6
1382,물새,6
1383,경로,6
1384,코스,6
1385,염,6
1386,무기,6
1387,인생,6
1388,검사소,6
1389,옥외,6
1390,부영,6
1391,린펀,6
1392,예술,6
1393,리우데자네이루,6
1394,인공섬,6
1395,독소,6
1396,좌석,6
1397,선교단체,6
1398,미나마타병,6
1399,백현진,6
1400,해비타트,6
1401,화천군,6
1402,계량기,6
1403,경의선,6
1404,대왕,6
1405,유나이티,6
1406,박각시나방,6
1407,제금,6
1408,마드,6
1409,잇몸,6
1410,전류,6
1411,불가,5
1412,폰,5
1413,대가,5
1414,피,5
1415,냉동,5
1416,기억,5
1417,검색,5
1418,숨,5
1419,단가,5
