,명사,횟수
882,메틸수은,2
883,다변,2
884,곡류,2
885,준용,2
886,세법,2
887,증,2
888,디엘드린,2
889,브롬,2
890,헥사,2
891,로리,2
892,브로모,2
893,디페닐,2
894,예비,2
895,보험금,2
896,꼬리표,2
897,두려움,2
898,시안,2
899,리에,2
900,신동원,2
901,신혼,2
902,형상,2
903,웰,2
904,포진,2
905,재택,2
906,모터,2
907,렌탈,2
908,배수관,2
909,쿠쿠,2
910,클라,2
911,윈드,2
912,위즈,2
913,라자,2
914,이항,2
915,항행,2
916,국제공항,2
917,주차,2
918,쇠,2
919,민족,2
920,경제학자,2
921,변곡점,2
922,근시안,2
923,원정,2
924,숙련,2
925,나노,2
926,승진,2
927,장남,2
928,부도덕,2
929,지배력,2
930,매도,2
931,불화,2
932,돔,2
933,수만,2
934,비아,2
935,탈출,2
936,이젠,2
937,곳도,2
938,허영심,2
939,셋,2
940,펑크,2
941,우주인,2
942,데이먼,2
943,용서,2
944,영해,2
945,동우,2
946,제지,2
947,썰물,2
948,세라믹,2
949,바냐,2
950,탁수,2
951,붕어,2
952,이율배반,2
953,소나,2
954,박광국,2
955,행정학,2
956,항해,2
957,분납,2
958,장례비,2
959,달인,2
960,앵,2
961,시위대,2
962,여권,2
963,패스,2
964,벌목,2
965,절대,2
966,피로갈롤,2
967,카테콜,2
968,글라이콜,2
969,캐널,2
970,슈퍼,2
971,원자,2
972,엠아이,2
973,한양희,2
974,점진,2
975,논설,2
976,탈법,2
977,남상인,2
978,조산아,2
979,포승,2
980,위계,2
981,동화력,2
982,그릇,2
983,케임브리지,2
984,내몽골,2
985,필연,2
986,커뮤니케이션,2
987,레트,2
988,히스패닉,2
989,심장병,2
990,체지방,2
991,지반,2
992,오성택,2
993,삼중수소,2
994,핵종,2
995,이동준,2
996,노후화,2
997,강민,2
998,수갑,2
999,당혹,2
1000,청해부대,2
1001,감각,2
1002,비평가,2
1003,편도,2
1004,예술가,2
1005,붓질,2
1006,미학,2
1007,고백,2
1008,물체,2
1009,골목,2
1010,창조,2
1011,그건,2
1012,국력,2
1013,아랫것,2
1014,상실,2
1015,생활용수,2
1016,유출량,2
1017,최창원,2
1018,진통,2
1019,상쇄,2
1020,아니타,2
1021,전은경,2
1022,도로테아,2
1023,투스,2
1024,이즈,2
1025,조지나,2
1026,윌슨,2
1027,파월,2
1028,서지희,2
1029,문예춘추,2
1030,약간,2
1031,소매상,2
1032,현대판,2
1033,방주,2
1034,빅터,2
1035,삼재,2
1036,함양,2
1037,산악,2
1038,스핑,2
1039,효소,2
1040,염류,2
1041,장류,2
1042,임오군란,2
1043,청나라,2
1044,위안스카이,2
1045,푸어,2
1046,양고기,2
1047,완두콩,2
1048,프로테인,2
1049,산화수,2
1050,소체,2
1051,버디,2
1052,솔,2
1053,땡볕,2
1054,땀,2
1055,귀뚜라미,2
1056,점박이,2
1057,꽃무지,2
1058,농업기술센터,2
1059,혼인,2
1060,초음파,2
1061,제휴,2
1062,스트라이크,2
1063,재량,2
1064,일탈,2
1065,공원화,2
1066,지열정,2
1067,지오,2
1068,신용승,2
1069,과천시,2
1070,서울특별시,2
1071,엄형,2
1072,박광석,2
1073,이명호,2
1074,정은모,2
1075,전용수,2
1076,거함,2
1077,구와,2
1078,본지,2
1079,모씨,2
1080,상규,2
1081,원덕읍,2
1082,근덕면,2
1083,대상지,2
1084,이현종,2
1085,지명,2
1086,복기,2
1087,중순,2
1088,표고,2
1089,허수아비,2
1090,앞치마,2
1091,채종일,2
1092,상공인,2
1093,수고,2
1094,배부,2
1095,나날,2
1096,우린,2
1097,비례,2
1098,경종,2
1099,상주시,2
1100,장다,2
1101,봉오대로,2
1102,혈세,2
1103,정종순,2
1104,폐교,2
1105,흉가,2
1106,슬레이트,2
1107,김연식,2
1108,임청일,2
1109,연차,2
1110,서정익,2
1111,정동균,2
1112,팔당호,2
1113,강수계,2
1114,증대,2
1115,추이,2
1116,지킴,2
1117,업인,2
1118,김동일,2
1119,상구,2
1120,유증,2
1121,김연일,2
1122,탄현면,2
1123,금승리,2
1124,먼저,2
1125,코마,2
1126,방음,2
1127,여객선,2
1128,미포,2
1129,주사,2
1130,예산안,2
1131,이월,2
1132,펜스,2
1133,요처,2
1134,이끼,2
1135,음원,2
1136,사운드,2
1137,아리,2
1138,동요,2
1139,뮤직,2
1140,비디오,2
1141,간척지,2
1142,무리,2
1143,최승필,2
1144,지방부,2
1145,행안,2
1146,신우,2
1147,슬로건,2
1148,화장실,2
1149,인산염,2
1150,페루,2
1151,볼리비아,2
1152,인광석,2
1153,물청소,2
1154,광,2
1155,유식,2
1156,몰디브,2
1157,해일,2
1158,음용수,2
1159,담수화,2
1160,자급자족,2
1161,제트,2
1162,신형,2
1163,록히드,2
1164,마틴,2
1165,동체,2
1166,소모량,2
1167,연비,2
1168,애프터버너,2
1169,추력,2
1170,막스플랑크,2
1171,버지니아,2
1172,벌새,2
1173,후각,2
1174,손길,2
1175,극악,2
1176,조리실,2
1177,기침,2
1178,휴게,2
1179,구비,2
1180,감기약,2
1181,함,2
1182,최종현,2
1183,학술원,2
1184,션,2
1185,낯,2
1186,재검사,2
1187,극치,2
1188,체르노빌,2
1189,원자로,2
1190,노숙,2
1191,아틱,2
1192,선라이즈,2
1193,감시선,2
1194,탑,2
1195,배우,2
1196,색색,2
1197,반세기,2
1198,만대,2
1199,바이오산업,2
1200,강점,2
1201,포부,2
1202,국산화,2
1203,대한체육회,2
1204,식자재,2
1205,벨라,2
1206,미네랄,2
1207,선수촌,2
1208,드라이클리닝,2
1209,원링,2
1210,구금,2
1211,데일리,2
1212,산시성,2
1213,안후이성,2
1214,탈색,2
1215,봉제,2
1216,바이스,2
1217,유니클로,2
1218,모순,2
1219,완성도,2
1220,가로,2
1221,식물원,2
1222,페르,2
1223,루스,2
1224,빙,2
1225,센,2
1226,뒷돈,2
1227,방범,2
1228,최장,2
1229,유입량,2
1230,겹,2
1231,꽃대,2
1232,미국자리공,2
1233,꽃송이,2
1234,으아리,2
1235,삼잎국화,2
1236,갈래,2
1237,뚱딴지,2
1238,딱총나무,2
1239,모타,2
1240,멜버른,2
1241,복,2
1242,양재,2
1243,원두막,2
1244,양재천,2
1245,송희,2
1246,김완수,2
1247,탐방,2
1248,쏠림,2
1249,마쿠,2
1250,아타카마사막,2
1251,방송사,2
1252,팟캐스트,2
1253,시약,2
1254,승승장구,2
1255,주파수,2
1256,칫솔질,2
1257,페스타,2
1258,디캠프,2
1259,프론트,2
1260,특허청,2
1261,진흥회,2
1262,디데이,2
1263,자존심,2
1264,치주,2
1265,버튼,2
1266,에든버러,2
1267,월러스,2
1268,고용부,2
1269,장려금,2
1270,고용주,2
1271,명이,2
1272,구인,2
1273,유지율,2
1274,레기,2
1275,신조,2
1276,비즈,2
1277,트리뷴,2
1278,마자,2
1279,엘베,2
1280,김종훈,2
1281,가라,2
1282,아이돌,2
1283,불쾌감,2
1284,해요,2
1285,한국어,2
1286,발음,2
1287,글씨체,2
1288,하이트진로,2
1289,타래,2
1290,우에키,2
1291,서민,2
1292,가리비,2
1293,지라,2
1294,전유,2
1295,너희,2
1296,용암,2
1297,공용,2
1298,헬멧,2
1299,앙,2
1300,고봉,2
1301,히말라야,2
1302,산맥,2
1303,티벳,2
1304,고원,2
1305,폭포,2
1306,치수,2
1307,편견,2
1308,비하,2
1309,내열,2
1310,똘,2
1311,작문,2
1312,승석,2
1313,운모,2
1314,태초,2
1315,필독,2
1316,힙합,2
1317,청상아리,2
1318,상어,2
1319,자중,2
1320,피우,2
1321,와이프,2
1322,자폐성,2
1323,디프,2
1324,구먹,2
1325,반사,2
1326,저질,2
1327,반달가슴곰,2
1328,솔개,2
1329,환경스페셜,2
1330,심각,2
1331,명산,2
1332,광덕산,2
1333,정온,2
1334,부나,2
1335,헬,2
1336,원정대,2
1337,조지,2
1338,몽비,2
1339,조너선,2
1340,사프란,2
1341,왕숙천,2
1342,혓바닥,1
1343,코미디,1
1344,상승세,1
1345,라시,1
1346,웰메이드,1
1347,비자카드,1
1348,핵전쟁,1
1349,밋,1
1350,별루,1
1351,뉴스타파,1
1352,신기술,1
1353,서랍장,1
1354,폴더,1
1355,잔병,1
1356,광고천재,1
1357,이제석,1
1358,매연가스,1
1359,쩍,1
1360,순기능,1
1361,어자,1
1362,가여,1
1363,상온,1
1364,제명,1
1365,통채,1
1366,히터,1
1367,신정,1
1368,생화,1
1369,지역난방,1
1370,누나,1
1371,노지,1
1372,싯,1
1373,작살,1
1374,애완,1
1375,퐁,1
1376,뼛가루,1
1377,족쇄,1
1378,예속,1
1379,전용도로,1
1380,데기,1
1381,여의,1
1382,지형지물,1
1383,기시,1
1384,견고성,1
1385,메리트,1
1386,인방,1
1387,스타크래프트,1
1388,테란,1
1389,맹신,1
1390,사이코패스,1
1391,가,1
1392,몰랑,1
1393,현대모비스,1
1394,펀,1
1395,멘탈,1
1396,카길,1
1397,근황,1
1398,점원문,1
1399,대통,1
1400,립스틱,1
1401,우덜,1
1402,타락,1
1403,파카,1
1404,껀,1
1405,모음,1
1406,짬,1
1407,내서,1
1408,군단장,1
1409,글자,1
1410,뎅,1
1411,개판,1
1412,칼트,1
1413,찬스,1
1414,할로,1
1415,미장,1
1416,초장,1
1417,거시,1
1418,마석,1
1419,등산,1
1420,등산가,1
1421,퍼센트,1
1422,횡보,1
1423,셜,1
1424,갤,1
1425,잡식,1
1426,도살장,1
1427,펌,1
1428,무덤,1
1429,최빈국,1
1430,방글라데시,1
1431,소비세,1
1432,교육세,1
1433,알미늄,1
1434,당황,1
1435,촉,1
1436,강주,1
1437,글장,1
1438,문주,1
1439,예시,1
1440,사재기,1
1441,낫,1
1442,트리거,1
1443,매튜,1
1444,맥더모트,1
1445,치트키,1
1446,유명무실,1
1447,꺼,1
1448,호스트,1
1449,아저씨,1
1450,소가죽,1
1451,패브릭,1
1452,중요도,1
1453,우주로켓,1
1454,영혼,1
1455,야만,1
1456,집게,1
1457,조카,1
1458,살해,1
1459,가정폭력,1
1460,쓰,1
1461,실러,1
1462,졸라,1
1463,최준,1
1464,말투,1
1465,잼,1
1466,민이,1
1467,세면대,1
1468,조선닷컴,1
1469,쇼킹,1
1470,사재,1
1471,물풀,1
1472,사교과,1
1473,집착,1
1474,당인,1
1475,기백,1
1476,학벌,1
1477,생로병사,1
1478,개새끼,1
1479,업적,1
1480,고난,1
1481,제국,1
1482,승리,1
1483,참호,1
1484,기차역,1
1485,버프,1
1486,별것,1
1487,망이,1
1488,엘론,1
1489,테스터,1
1490,핵폐기물,1
1491,앰,1
1492,플리,1
1493,바가지,1
1494,저게,1
1495,용족,1
1496,일리,1
1497,싸가,1
1498,고아원,1
1499,사회악,1
1500,빠꾸,1
1501,가창력,1
1502,은퇴,1
1503,입대,1
1504,일루미나티,1
1505,마약,1
1506,제살,1
1507,탄광,1
1508,냄비,1
1509,팬덤,1
1510,컴백,1
1511,산사태,1
1512,쿠란,1
1513,소똥,1
1514,셰일가스,1
1515,산유국,1
1516,장난질,1
1517,권영세,1
1518,與,1
1519,떡,1
1520,자연산,1
1521,심시티,1
1522,수신소,1
1523,삽질,1
1524,채산,1
1525,예언서,1
1526,암울,1
1527,왕인,1
1528,저걸,1
1529,신민,1
1530,황실,1
1531,감찰관,1
1532,왕조,1
1533,음모론,1
1534,메모장,1
1535,판임,1
1536,임계점,1
1537,쥐불,1
1538,동북아,1
1539,동유럽,1
1540,생산직,1
1541,문제지,1
1542,식민지,1
1543,유게,1
1544,암컷,1
1545,절정,1
1546,둠,1
1547,코믹스,1
1548,향해,1
1549,색기,1
1550,카운터,1
1551,그분,1
1552,빽,1
1553,망충,1
1554,루나,1
1555,끄나풀,1
1556,그로테스크,1
1557,파시즘,1
1558,알기,1
1559,쟤,1
1560,교훈,1
1561,지도부,1
1562,포섭,1
1563,저점,1
1564,시늉,1
1565,나국,1
1566,헐리우드,1
1567,본회,1
1568,전멸,1
1569,이베이,1
1570,티몬,1
1571,브리티시,1
1572,원목,1
1573,합판,1
1574,말기,1
1575,패망,1
1576,미군정,1
1577,오키나와,1
1578,미케네,1
1579,열강,1
1580,지네,1
1581,멍청이,1
1582,수영장,1
1583,개피,1
1584,극단주의,1
1585,자멸,1
1586,아파,1
1587,재설,1
1588,복안,1
1589,린시,1
1590,대림산업,1
1591,건설부,1
1592,스페셜,1
1593,신수종,1
1594,진다,1
1595,송파구,1
1596,롯데월드,1
1597,산트,1
1598,하이,1
1599,나프타,1
1600,배신,1
1601,강병철,1
1602,아홉,1
1603,도로변,1
1604,주지사,1
1605,영화배우,1
1606,아널드,1
1607,슈워제네거,1
1608,칭송,1
1609,사산,1
1610,사하라,1
1611,이남,1
1612,평생,1
1613,펩타이드,1
1614,상피,1
1615,서던,1
1616,경동맥,1
1617,내막,1
1618,두께,1
1619,무증상,1
1620,죽상,1
1621,동맥,1
1622,경화증,1
1623,듀크,1
1624,킹스,1
1625,대마초,1
1626,존성,1
1627,외상,1
1628,성인기,1
1629,성숙,1
1630,장성,1
1631,이중과세,1
1632,매포읍,1
1633,막심,1
1634,경로당,1
1635,학비,1
1636,체격,1
1637,베이지,1
1638,스웨터,1
1639,카디건,1
1640,콘셉트,1
1641,촬영장,1
1642,배낭,1
1643,주름,1
1644,차림,1
1645,수선,1
1646,마지노선,1
1647,실화,1
1648,신전,1
1649,정저우,1
1650,참변,1
1651,이민정,1
1652,당직,1
1653,가덕,1
1654,전자회로,1
1655,이송,1
1656,파열,1
1657,이튿날,1
1658,옥계,1
1659,다사,1
1660,콩나물,1
1661,엿,1
1662,전대미문,1
1663,련,1
1664,수조,1
1665,대서특필,1
1666,호참,1
1667,참위,1
1668,불똥,1
1669,수난,1
1670,노태우,1
1671,권이혁,1
1672,임명장,1
1673,문책,1
1674,장차관,1
1675,임신부,1
1676,중절,1
1677,유산율,1
1678,사산율,1
1679,금전,1
1680,대표자,1
1681,하이트,1
1682,리우,1
1683,저류,1
1684,회고,1
1685,재용,1
1686,개업,1
1687,분위,1
1688,재선,1
1689,패배,1
1690,이임,1
1691,이임사,1
